char,ucn,kRSUnicode,kTotalStrokes,kIICore,kUnihanCore2020,IsHCoreSim
䬉,U+4B09,182.7,16,,,
䬊,U+4B0A,182.7,16,,,
䬋,U+4B0B,182.8,17,,,
䬌,U+4B0C,182.8,17,,,
䬍,U+4B0D,182.8,17,,,
䬎,U+4B0E,182.8,17,,,
䬏,U+4B0F,182.8,17,,,
䬐,U+4B10,182.8,17,,H,
䬑,U+4B11,182.9,18,,,
䬒,U+4B12,182.9,18,,,
䬓,U+4B13,182.9,18,,,
䬔,U+4B14,182.9,18,,,
䬕,U+4B15,182.9,18,,,
䬖,U+4B16,182.9,18,,,
䬗,U+4B17,182.9,18,,,
䬘,U+4B18,182.10,19,,,
䬙,U+4B19,182.10,19,,H,
䬚,U+4B1A,182.10,19,,,
䬛,U+4B1B,182.11,20,,,
䬜,U+4B1C,182.11,20,,,
䬝,U+4B1D,182.12,21,,,
䬞,U+4B1E,182.14,23,,,
䬟,U+4B1F,182.15,24,,,
䬠,U+4B20,183.8,17,,H,
䬡,U+4B21,183.9,18,,,
䬢,U+4B22,184.2,11,,,
䬣,U+4B23,184.3,12,,,
䬤,U+4B24,184.3,12,,,
䬥,U+4B25,184.3,12,,,
䬦,U+4B26,184.4,13,,,
䬧,U+4B27,184.4,13,,,
䬨,U+4B28,184.4,13,,,
䬩,U+4B29,184.4,13,,,
䬪,U+4B2A,184.4,13,,,
䬫,U+4B2B,184.5,14,,,
䬬,U+4B2C,184.5,14,,H,
䬭,U+4B2D,184.5,14,,,
䬮,U+4B2E,184.5,14,,,
䬯,U+4B2F,184.5,14,,,
䬰,U+4B30,184.5,14,,,
䬱,U+4B31,184.5,14,,,
䬲,U+4B32,184.5,14,,,
䬳,U+4B33,184.5,14,,,
䬴,U+4B34,184.5,14,,,
䬵,U+4B35,184.6,15,,,
䬶,U+4B36,184.6,15,,,
䬷,U+4B37,184.6,15,,H,
䬸,U+4B38,184.6,15,,,
䬹,U+4B39,184.6,15,,,
䬺,U+4B3A,184.6,15,,,
䬻,U+4B3B,184.6,15,,,
䬼,U+4B3C,184.7,16,,,
䬽,U+4B3D,184.7,16,,,
䬾,U+4B3E,184.7,16,,,
䬿,U+4B3F,184.7,16,,,
䭀,U+4B40,184.7,16,,,
䭁,U+4B41,184.7,16,,,
䭂,U+4B42,184.7,16,,,
䭃,U+4B43,184.8,17,,,
䭄,U+4B44,184.8,17,,,
䭅,U+4B45,184.8,17,,,
䭆,U+4B46,184.8,17,,,
䭇,U+4B47,184.8,17,,,
䭈,U+4B48,184.9,18,,,
䭉,U+4B49,184.9,18,,,
䭊,U+4B4A,184.9,18,,,
䭋,U+4B4B,184.9,18,,,
䭌,U+4B4C,184.9,18,,,
䭍,U+4B4D,184.9,18,,,
䭎,U+4B4E,184.9,18,,,
䭏,U+4B4F,184.9,18,,,
䭐,U+4B50,184.10,19,,,
䭑,U+4B51,184.10,19,,,
䭒,U+4B52,184.10,19,,,
䭓,U+4B53,184.10,19,,,
䭔,U+4B54,184.10,19,,,
䭕,U+4B55,184.11,20,,,
䭖,U+4B56,184.11,20,,,
䭗,U+4B57,184.11,20,,,
䭘,U+4B58,184.12,21,,,
䭙,U+4B59,184.12,21,,,
䭚,U+4B5A,184.12,21,,,
䭛,U+4B5B,184.12,21,,,
䭜,U+4B5C,184.12,21,,,
䭝,U+4B5D,184.13,22,,,
䭞,U+4B5E,184.13,22,,,
䭟,U+4B5F,184.13,22,,,
䭠,U+4B60,184.13,22,,,
䭡,U+4B61,184.14,23,,,
䭢,U+4B62,184.14,23,,,
䭣,U+4B63,184.14,23,,,
䭤,U+4B64,184.14,23,,,
䭥,U+4B65,184.15,24,,,
䭦,U+4B66,184.17,26,,,
䭧,U+4B67,184.17,26,,,
䭨,U+4B68,184.18,27,,,
䭩,U+4B69,184.19,28,,,
䭪,U+4B6A,184'.12,21,,,
䭫,U+4B6B,185.6,15,,,
䭬,U+4B6C,185.6,15,,,
䭭,U+4B6D,185.9,18,,,
䭮,U+4B6E,185.10,19,,,
䭯,U+4B6F,186.5,14,,H,
䭰,U+4B70,186.8,17,,H,
䭱,U+4B71,186.8,17,,,
䭲,U+4B72,186.8,17,,H,
䭳,U+4B73,186.18,27,,,
䭴,U+4B74,187.2,12,,,
䭵,U+4B75,187.3,13,,,
䭶,U+4B76,187.3,13,,,
䭷,U+4B77,187.4,14,,,
䭸,U+4B78,187.4,14,,,
䭹,U+4B79,187.4,14,,,
䭺,U+4B7A,187.4,14,,,
䭻,U+4B7B,187.4,14,,H,
䭼,U+4B7C,187.4,14,,,
䭽,U+4B7D,187.4,14,,,
䭾,U+4B7E,187.4,14,,H,
䭿,U+4B7F,187.5,15,,,
䮀,U+4B80,187.5,15,,,
䮁,U+4B81,187.5,15,,,
䮂,U+4B82,187.5,15,,,
䮃,U+4B83,187.5,15,,,
䮄,U+4B84,187.5,15,,,
䮅,U+4B85,187.5,15,,,
䮆,U+4B86,187.6,16,,,
䮇,U+4B87,187.6,16,,,
䮈,U+4B88,187.6,16,,,
䮉,U+4B89,187.6,16,,,
䮊,U+4B8A,187.6,16,,,
䮋,U+4B8B,187.6,16,,,
䮌,U+4B8C,187.6,16,,,
䮍,U+4B8D,187.6,16,,,
䮎,U+4B8E,187.7,17,,H,
䮏,U+4B8F,187.7,17,,,
䮐,U+4B90,187.7,17,,H,
䮑,U+4B91,187.7,17,,,
䮒,U+4B92,187.7,17,,,
䮓,U+4B93,187.8,18,,H,
䮔,U+4B94,187.8,18,,,
䮕,U+4B95,187.8,18,,,
䮖,U+4B96,187.8,18,,H,
䮗,U+4B97,187.8,18,,H,
䮘,U+4B98,187.8,18,,,
䮙,U+4B99,187.8,18,,,
䮚,U+4B9A,187.8,18,,,
䮛,U+4B9B,187.8,18,,,
䮜,U+4B9C,187.9,19,,,
䮝,U+4B9D,187.9,19,,H,
䮞,U+4B9E,187.9,19,,,
䮟,U+4B9F,187.9,19,,,
䮠,U+4BA0,187.9,19,,,
䮡,U+4BA1,187.9,19,,,
䮢,U+4BA2,187.9,19,,,
䮣,U+4BA3,187.10,20,,,
䮤,U+4BA4,187.10,20,,,
䮥,U+4BA5,187.10,20,,,
䮦,U+4BA6,187.10,20,,,
䮧,U+4BA7,187.10,20,,,
䮨,U+4BA8,187.10,20,,,
䮩,U+4BA9,187.10,20,,,
䮪,U+4BAA,187.11,21,,,
䮫,U+4BAB,187.11,21,,,
䮬,U+4BAC,187.11,21,,,
䮭,U+4BAD,187.11,21,,,
䮮,U+4BAE,187.11,21,,,
䮯,U+4BAF,187.11,21,,,
䮰,U+4BB0,187.11,21,,,
䮱,U+4BB1,187.11,21,,,
䮲,U+4BB2,187.12,22,,,
䮳,U+4BB3,187.12,22,,,
䮴,U+4BB4,187.12,22,,,
䮵,U+4BB5,187.12,22,,,
䮶,U+4BB6,187.12,22,,,
䮷,U+4BB7,187.13,23,,,
䮸,U+4BB8,187.13,23,,,
䮹,U+4BB9,187.13,23,,,
䮺,U+4BBA,187.14,24,,,
䮻,U+4BBB,187.14,24,,,
䮼,U+4BBC,187.14,24,,,
䮽,U+4BBD,187.15,25,,H,
䮾,U+4BBE,187.16,26,,H,
䮿,U+4BBF,187.17,27,,,
䯀,U+4BC0,187.18,28,,H,
䯁,U+4BC1,187.19,29,,,
䯂,U+4BC2,187.24,34,,,
䯃,U+4BC3,187'.6,16,,,
䯄,U+4BC4,187'.7,17,,,
䯅,U+4BC5,187'.10,20,,,
䯆,U+4BC6,188.1,11,,,
䯇,U+4BC7,188.2,12,,,
䯈,U+4BC8,188.4,14,,,
䯉,U+4BC9,188.4,14,,,
䯊,U+4BCA,188.5,15,,,
䯋,U+4BCB,188.5,15,,,
䯌,U+4BCC,188.5,15,,,
䯍,U+4BCD,188.5,15,,,
䯎,U+4BCE,188.5,15,,,
䯏,U+4BCF,188.6,16,,,
䯐,U+4BD0,188.6,16,,,
䯑,U+4BD1,188.6,16,,,
䯒,U+4BD2,188.6,16,,,
䯓,U+4BD3,188.6,16,,,
䯔,U+4BD4,188.6,16,,,
䯕,U+4BD5,188.7,17,,,
䯖,U+4BD6,188.7,17,,,
䯗,U+4BD7,188.7,17,,,
䯘,U+4BD8,188.7,17,,,
䯙,U+4BD9,188.7,17,,,
䯚,U+4BDA,188.7,17,,,
䯛,U+4BDB,188.8,18,,,
䯜,U+4BDC,188.8,18,,,
䯝,U+4BDD,188.9,19,,,
䯞,U+4BDE,188.9,19,,,
䯟,U+4BDF,188.9,19,,,
䯠,U+4BE0,188.9,19,,,
䯡,U+4BE1,188.10,20,,,
䯢,U+4BE2,188.11,21,,,
䯣,U+4BE3,188.12,22,,,
䯤,U+4BE4,188.13,23,,,
䯥,U+4BE5,188.14,24,,,
䯦,U+4BE6,188.15,25,,,
䯧,U+4BE7,189.2,12,,,
䯨,U+4BE8,189.3,13,,,
䯩,U+4BE9,189.4,14,,,
䯪,U+4BEA,189.9,19,,,
䯫,U+4BEB,189.12,22,,,
䯬,U+4BEC,189.15,25,,,
䯭,U+4BED,190.2,12,,,
䯮,U+4BEE,190.2,12,,,
䯯,U+4BEF,190.4,14,,,
䯰,U+4BF0,190.4,14,,,
䯱,U+4BF1,190.4,14,,,
䯲,U+4BF2,190.4,14,,,
䯳,U+4BF3,190.4,14,,,
䯴,U+4BF4,190.4,14,,,
䯵,U+4BF5,190.5,15,,,
䯶,U+4BF6,190.5,15,,,
䯷,U+4BF7,190.6,16,,,
䯸,U+4BF8,190.6,16,,,
䯹,U+4BF9,190.7,17,,,
䯺,U+4BFA,190.7,17,,,
䯻,U+4BFB,190.7,17,,,
䯼,U+4BFC,190.7,17,,,
䯽,U+4BFD,190.8,18,,,
䯾,U+4BFE,190.8,18,,,
䯿,U+4BFF,190.8,18,,,
䰀,U+4C00,190.8,18,,,
䰁,U+4C01,190.8,18,,,
䰂,U+4C02,190.8,18,,,
䰃,U+4C03,190.8,18,,,
䰄,U+4C04,190.9,19,,H,
䰅,U+4C05,190.9,19,,,
䰆,U+4C06,190.9,19,,,
䰇,U+4C07,190.9,19,,H,
䰈,U+4C08,190.10,20,,,
䰉,U+4C09,190.10,20,,,
䰊,U+4C0A,190.10,20,,,
䰋,U+4C0B,190.10,20,,,
䰌,U+4C0C,190.11,21,,,
䰍,U+4C0D,190.11,21,,,
䰎,U+4C0E,190.12,22,,H,
䰏,U+4C0F,190.14,24,,,
䰐,U+4C10,190.14,24,,,
䰑,U+4C11,190.14,24,,,
䰒,U+4C12,190.14,24,,,
䰓,U+4C13,190.15,25,,,
䰔,U+4C14,190.15,25,,,
䰕,U+4C15,190.16,26,,,
䰖,U+4C16,190.19,29,,,
䰗,U+4C17,191.10,20,,,
䰘,U+4C18,191.11,21,,,
䰙,U+4C19,193.4,14,,,
䰚,U+4C1A,193.4,14,,,
䰛,U+4C1B,193.5,15,,,
䰜,U+4C1C,193.6,16,,,
䰝,U+4C1D,193.12,22,,,
䰞,U+4C1E,193.15,25,,,
䰟,U+4C1F,194.4,14,,,
䰠,U+4C20,194.5,15,,,
䰡,U+4C21,194.5,15,,,
䰢,U+4C22,194.6,16,,,
䰣,U+4C23,194.6,16,,,
䰤,U+4C24,194.8,18,,,
䰥,U+4C25,194.8,18,,,
䰦,U+4C26,194.8,18,,,
䰧,U+4C27,194.8,18,,,
䰨,U+4C28,194.9,19,,,
䰩,U+4C29,194.9,19,,,
䰪,U+4C2A,194.10,20,,,
䰫,U+4C2B,194.12,22,,,
䰬,U+4C2C,194.12,22,,,
䰭,U+4C2D,194.12,22,,,
䰮,U+4C2E,194.13,23,,,
䰯,U+4C2F,194.14,24,,,
䰰,U+4C30,194.14,24,,,
䰱,U+4C31,194.24,34,,,
䰲,U+4C32,195.1,12,,H,
䰳,U+4C33,195.2,13,,,
䰴,U+4C34,195.3,14,,,
䰵,U+4C35,195.3,14,,,
䰶,U+4C36,195.3,14,,,
䰷,U+4C37,195.4,15,,,
䰸,U+4C38,195.4,15,,,
䰹,U+4C39,195.4,15,,,
䰺,U+4C3A,195.4,15,,,
䰻,U+4C3B,195.4,15,,H,
䰼,U+4C3C,195.4,15,,,
䰽,U+4C3D,195.4,15,,,
䰾,U+4C3E,195.4,15,,H,
䰿,U+4C3F,195.5,16,,,
䱀,U+4C40,195.5,16,,H,
䱁,U+4C41,195.5,16,,,
䱂,U+4C42,195.5,16,,,
䱃,U+4C43,195.5,16,,,
䱄,U+4C44,195.5,16,,,
䱅,U+4C45,195.5,16,,,
䱆,U+4C46,195.5,16,,,
䱇,U+4C47,195.5,16,,H,
䱈,U+4C48,195.5,16,,,
䱉,U+4C49,195.5,16,,,
䱊,U+4C4A,195.6,17,,,
䱋,U+4C4B,195.6,17,,,
䱌,U+4C4C,195.6,17,,,
䱍,U+4C4D,195.6,17,,,
䱎,U+4C4E,195.6,17,,,
䱏,U+4C4F,195.7,18,,,
䱐,U+4C50,195.7,18,,,
䱑,U+4C51,195.7,18,,,
䱒,U+4C52,195.7,18,,,
䱓,U+4C53,195.7,18,,,
䱔,U+4C54,195.7,18,,,
䱕,U+4C55,195.7,18,,,
䱖,U+4C56,195.7,18,,,
䱗,U+4C57,195.7,18,,H,
䱘,U+4C58,195.7,18,,,
䱙,U+4C59,195.8,19,,,
䱚,U+4C5A,195.8,19,,,
䱛,U+4C5B,195.8,19,,H,
䱜,U+4C5C,195.8,19,,,
䱝,U+4C5D,195.8,19,,,
䱞,U+4C5E,195.8,19,,,
䱟,U+4C5F,195.8,19,,,
䱠,U+4C60,195.8,19,,,
䱡,U+4C61,195.8,19,,,
䱢,U+4C62,195.8,19,,,
䱣,U+4C63,195.8,19,,,
䱤,U+4C64,195.8,19,,,
䱥,U+4C65,195.8,19,,,
䱦,U+4C66,195.8,19,,,
䱧,U+4C67,195.8,19,,,
䱨,U+4C68,195.8,19,,,
䱩,U+4C69,195.8,19,,,
䱪,U+4C6A,195.8,19,,,
䱫,U+4C6B,195.9,20,,,
䱬,U+4C6C,195.9,20,,,
䱭,U+4C6D,195.9,20,,H,
䱮,U+4C6E,195.9,20,,,
䱯,U+4C6F,195.9,20,,,
䱰,U+4C70,195.9,20,,,
䱱,U+4C71,195.9,20,,,
䱲,U+4C72,195.9,20,,,
䱳,U+4C73,195.9,20,,,
䱴,U+4C74,195.9,20,,,
䱵,U+4C75,195.10,21,,,
䱶,U+4C76,195.10,21,,,
䱷,U+4C77,195.10,21,,H,
䱸,U+4C78,195.10,21,,,
䱹,U+4C79,195.10,21,,,
䱺,U+4C7A,195.10,21,,,
䱻,U+4C7B,195.10,21,,H,
䱼,U+4C7C,195.10,21,,,
䱽,U+4C7D,195.10,21,CH,H,
䱾,U+4C7E,195.11,22,,,
䱿,U+4C7F,195.11,22,,,
䲀,U+4C80,195.11,22,,,
䲁,U+4C81,195.11,22,CT,H,
䲂,U+4C82,195.11,22,,,
䲃,U+4C83,195.11,22,,,
䲄,U+4C84,195.11,22,,,
䲅,U+4C85,195.11,22,CT,H,
䲆,U+4C86,195.11,22,,,
䲇,U+4C87,195.11,22,,,
䲈,U+4C88,195.11,22,,,
䲉,U+4C89,195.12,23,,,
䲊,U+4C8A,195.12,23,,,
䲋,U+4C8B,195.12,23,,,
䲌,U+4C8C,195.12,23,,,
䲍,U+4C8D,195.12,23,,,
䲎,U+4C8E,195.12,23,,,
䲏,U+4C8F,195.12,23,,,
䲐,U+4C90,195.13,24,,,
䲑,U+4C91,195.13,24,,,
䲒,U+4C92,195.13,24,,,
䲓,U+4C93,195.13,24,,,
䲔,U+4C94,195.13,24,,,
䲕,U+4C95,195.13,24,,,
䲖,U+4C96,195.14,25,,,
䲗,U+4C97,195.14,25,,,
䲘,U+4C98,195.14,25,,,
䲙,U+4C99,195.15,26,,,
䲚,U+4C9A,195.16,27,,,
䲛,U+4C9B,195.16,27,,,
䲜,U+4C9C,195.33,44,,,
䲝,U+4C9D,195'.4,15,,,h
䲞,U+4C9E,195'.5,16,,,h
䲟,U+4C9F,195'.5,16,,G,
䲠,U+4CA0,195'.9,20,,G,
䲡,U+4CA1,195'.9,20,,,
䲢,U+4CA2,195'.10,21,,G,
䲣,U+4CA3,195'.10,21,,,
䲤,U+4CA4,195'.10,21,,,
䲥,U+4CA5,196.2,13,,,
䲦,U+4CA6,196.3,14,,,
䲧,U+4CA7,196.3,14,,,
䲨,U+4CA8,196.3,14,,,
䲩,U+4CA9,196.3,14,,,
䲪,U+4CAA,196.3,14,,,
䲫,U+4CAB,196.3,14,,,
䲬,U+4CAC,196.4,15,,,
䲭,U+4CAD,196.4,15,,,
䲮,U+4CAE,196.4,15,,H,
䲯,U+4CAF,196.4,15,,,
䲰,U+4CB0,196.4,15,,H,
䲱,U+4CB1,196.4,15,,,
䲲,U+4CB2,196.4,15,,,
䲳,U+4CB3,196.4,15,CT,T,
䲴,U+4CB4,196.4,15,,,
䲵,U+4CB5,196.4,15,,,
䲶,U+4CB6,196.4,15,,,
䲷,U+4CB7,196.4,15,,H,
䲸,U+4CB8,196.4,15,,,
䲹,U+4CB9,196.5,16,,,
䲺,U+4CBA,196.5,16,,,
䲻,U+4CBB,196.5,16,,,
䲼,U+4CBC,196.5,16,,,
䲽,U+4CBD,196.5,16,,,
䲾,U+4CBE,196.5,16,,,
䲿,U+4CBF,196.5,16,,,
䳀,U+4CC0,196.5,16,,,
䳁,U+4CC1,196.5,16,,,
䳂,U+4CC2,196.5,16,,,
䳃,U+4CC3,196.5,16,,,
䳄,U+4CC4,196.5,16,,,
䳅,U+4CC5,196.5,16,,,
䳆,U+4CC6,196.5,16,,,
䳇,U+4CC7,196.5,16,,,
䳈,U+4CC8,196.5,16,,,
䳉,U+4CC9,196.5,16,,,
䳊,U+4CCA,196.5,16,,,
䳋,U+4CCB,196.6,17,,,
䳌,U+4CCC,196.6,17,,,
䳍,U+4CCD,196.6,17,,H,
䳎,U+4CCE,196.6,17,,,
䳏,U+4CCF,196.6,17,,,
䳐,U+4CD0,196.6,17,,,
䳑,U+4CD1,196.6,17,,,
䳒,U+4CD2,196.6,17,,,
䳓,U+4CD3,196.6,17,,,
䳔,U+4CD4,196.6,17,,,
䳕,U+4CD5,196.7,18,,,
䳖,U+4CD6,196.7,18,,,
䳗,U+4CD7,196.7,18,,,
䳘,U+4CD8,196.7,18,,,
䳙,U+4CD9,196.7,18,,,
䳚,U+4CDA,196.7,18,,,
䳛,U+4CDB,196.7,18,,,
䳜,U+4CDC,196.7,18,,,
䳝,U+4CDD,196.8,19,,,
䳞,U+4CDE,196.8,19,,,
䳟,U+4CDF,196.8,19,,,
䳠,U+4CE0,196.8,19,,,
䳡,U+4CE1,196.8,19,,H,
䳢,U+4CE2,196.8,19,,H,
䳣,U+4CE3,196.8,19,,,
䳤,U+4CE4,196.8,19,,,
䳥,U+4CE5,196.8,19,,,
䳦,U+4CE6,196.9,20,,,
䳧,U+4CE7,196.9,20,,,
䳨,U+4CE8,196.9,20,,,
䳩,U+4CE9,196.9,20,,,
䳪,U+4CEA,196.9,20,,,
䳫,U+4CEB,196.9,20,,,
䳬,U+4CEC,196.9,20,,,
䳭,U+4CED,196.9,20,,H,
䳮,U+4CEE,196.9,20,,,
䳯,U+4CEF,196.9,20,,,
䳰,U+4CF0,196.9,20,,,
䳱,U+4CF1,196.10,21,,,
䳲,U+4CF2,196.10,21,,,
䳳,U+4CF3,196.10,21,,,
䳴,U+4CF4,196.10,21,,,
䳵,U+4CF5,196.10,21,,,
䳶,U+4CF6,196.10,21,,,
䳷,U+4CF7,196.11,22,,,
䳸,U+4CF8,196.11,22,,,
䳹,U+4CF9,196.11,22,,,
䳺,U+4CFA,196.11,22,,,
䳻,U+4CFB,196.11,22,,,
䳼,U+4CFC,196.11,22,,,
䳽,U+4CFD,196.11,22,,,
䳾,U+4CFE,196.12,23,,,
䳿,U+4CFF,196.12,23,,,
䴀,U+4D00,196.12,23,,,
䴁,U+4D01,196.12,23,,,
䴂,U+4D02,196.12,23,,,
䴃,U+4D03,196.12,23,,,
䴄,U+4D04,196.12,23,,,
䴅,U+4D05,196.12,23,,,
䴆,U+4D06,196.12,23,,,
䴇,U+4D07,196.13,24,,H,
䴈,U+4D08,196.13,24,CT,T,
䴉,U+4D09,196.13,24,,H,
䴊,U+4D0A,196.13,24,,,
䴋,U+4D0B,196.13,24,,,
䴌,U+4D0C,196.14,25,,,
䴍,U+4D0D,196.14,25,,,
䴎,U+4D0E,196.15,26,,,
䴏,U+4D0F,196.16,27,,,
䴐,U+4D10,196.20,31,,H,
䴑,U+4D11,196.23,34,,,
䴒,U+4D12,196.24,35,,,
䴓,U+4D13,196'.4,15,,G,
䴔,U+4D14,196'.6,17,,G,
䴕,U+4D15,196'.6,17,,G,
䴖,U+4D16,196'.8,19,,G,
䴗,U+4D17,196'.9,20,,G,
䴘,U+4D18,196'.10,21,,G,
䴙,U+4D19,196'.13,24,,G,
䴚,U+4D1A,197.4,15,,,
䴛,U+4D1B,197.7,18,,,
䴜,U+4D1C,197.10,21,,,
䴝,U+4D1D,197.12,23,,,
䴞,U+4D1E,197.14,25,,,
䴟,U+4D1F,198.3,14,,,
䴠,U+4D20,198.4,15,,,
䴡,U+4D21,198.4,15,,,
䴢,U+4D22,198.4,15,,,
䴣,U+4D23,198.5,16,,,
䴤,U+4D24,198.5,16,,,
䴥,U+4D25,198.5,16,,,
䴦,U+4D26,198.7,18,,,
䴧,U+4D27,198.8,19,,,
䴨,U+4D28,198.10,21,,,
䴩,U+4D29,198.11,22,,,
䴪,U+4D2A,198.13,24,,,
䴫,U+4D2B,198.13,24,,,
䴬,U+4D2C,199.3,14,,,
䴭,U+4D2D,199.3,14,,,
䴮,U+4D2E,199.3,14,,,
䴯,U+4D2F,199.4,15,,,
䴰,U+4D30,199.4,15,,,
䴱,U+4D31,199.5,16,,,
䴲,U+4D32,199.5,16,,,
䴳,U+4D33,199.5,16,,,
䴴,U+4D34,199.5,16,,H,
䴵,U+4D35,199.6,17,,,
䴶,U+4D36,199.7,18,,,
䴷,U+4D37,199.7,18,,,
䴸,U+4D38,199.7,18,,,
䴹,U+4D39,199.8,19,,,
䴺,U+4D3A,199.8,19,,,
䴻,U+4D3B,199.8,19,,,
䴼,U+4D3C,199.8,19,,,
䴽,U+4D3D,199.8,19,,,
䴾,U+4D3E,199.10,21,,,
䴿,U+4D3F,199.10,21,,,
䵀,U+4D40,199.10,21,,,
䵁,U+4D41,199.11,22,,,
䵂,U+4D42,199.11,22,,,
䵃,U+4D43,199.12,23,,,
䵄,U+4D44,199.13,24,,,
䵅,U+4D45,199.11,22,,,
䵆,U+4D46,199.14,25,,,
䵇,U+4D47,200.4,15,,,
䵈,U+4D48,200.9,20,,,
䵉,U+4D49,200.9,20,,,
䵊,U+4D4A,201.4,16,,,
䵋,U+4D4B,201.6,18,,,
䵌,U+4D4C,201.7,19,,,
䵍,U+4D4D,201.8,20,,,
䵎,U+4D4E,201.9,21,,,
䵏,U+4D4F,201.11,23,,,
䵐,U+4D50,201.12,24,,,
䵑,U+4D51,202.3,15,,,
䵒,U+4D52,202.4,16,,,
䵓,U+4D53,202.4,16,,,
䵔,U+4D54,202.8,20,,,
䵕,U+4D55,202.8,20,,,
䵖,U+4D56,202.8,20,,,
䵗,U+4D57,202.9,21,,,
䵘,U+4D58,202.9,21,,,
䵙,U+4D59,202.9,21,,,
䵚,U+4D5A,202.10,22,,,
䵛,U+4D5B,202.11,23,,,
䵜,U+4D5C,202.13,25,,,
䵝,U+4D5D,203.1,13,,,
䵞,U+4D5E,203.2,14,,,
䵟,U+4D5F,203.3,15,,,
䵠,U+4D60,203.3,17,,,
䵡,U+4D61,203.4,16,,,
䵢,U+4D62,203.5,17,,,
䵣,U+4D63,203.5,17,,,
䵤,U+4D64,203.6,18,,,
䵥,U+4D65,203.6,18,,,
䵦,U+4D66,203.6,18,,,
䵧,U+4D67,203.6,18,,,
䵨,U+4D68,203.7,19,,,
䵩,U+4D69,203.7,19,,,
䵪,U+4D6A,203.8,20,,,
䵫,U+4D6B,203.8,20,,,
䵬,U+4D6C,203.8,20,,,
䵭,U+4D6D,203.9,21,,,
䵮,U+4D6E,203.9,21,,,
䵯,U+4D6F,203.9,21,,,
䵰,U+4D70,203.11,23,,,
䵱,U+4D71,203.12,24,,,
䵲,U+4D72,203.13,25,,,
䵳,U+4D73,203.13,25,,,
䵴,U+4D74,203.13,25,,,
䵵,U+4D75,203.14,26,,,
䵶,U+4D76,205.5,18,,H,
䵷,U+4D77,205.6,19,,H,
䵸,U+4D78,205.9,22,,,
䵹,U+4D79,205.11,24,,,
䵺,U+4D7A,206.3,16,,,
䵻,U+4D7B,206.11,24,,,
䵼,U+4D7C,206.11,24,,,
䵽,U+4D7D,207.5,18,,,
䵾,U+4D7E,207.5,18,,,
䵿,U+4D7F,207.5,18,,,
䶀,U+4D80,207.6,19,,,
䶁,U+4D81,207.8,21,,,
䶂,U+4D82,208.3,16,,,
䶃,U+4D83,208.4,17,,,
䶄,U+4D84,208.5,18,,,
䶅,U+4D85,208.6,19,,,
䶆,U+4D86,208.8,21,,,
䶇,U+4D87,208.9,22,,,
䶈,U+4D88,208.10,23,,,
䶉,U+4D89,208.10,23,,H,
䶊,U+4D8A,209.4,18,,,
䶋,U+4D8B,209.4,18,,,
䶌,U+4D8C,209.5,19,,,
䶍,U+4D8D,209.6,20,,,
䶎,U+4D8E,209.6,20,,,
䶏,U+4D8F,209.7,21,,,
䶐,U+4D90,209.13,27,,,
䶑,U+4D91,209.16,30,,H,
䶒,U+4D92,210.3,17,,,
䶓,U+4D93,210.3,17,,,
䶔,U+4D94,211.3,18,,,
䶕,U+4D95,211.4,19,,,
䶖,U+4D96,211.4,19,,,
䶗,U+4D97,211.5,20,,,
䶘,U+4D98,211.5,20,,,
䶙,U+4D99,211.5,20,,,
䶚,U+4D9A,211.6,21,,,
䶛,U+4D9B,211.6,21,,,
䶜,U+4D9C,211.7,22,,H,
䶝,U+4D9D,211.7,22,,,
䶞,U+4D9E,211.8,23,,,
䶟,U+4D9F,211.8,23,,,
䶠,U+4DA0,211.9,24,,,
䶡,U+4DA1,211.9,24,,,
䶢,U+4DA2,211.9,24,,,
䶣,U+4DA3,211.10,25,,,
䶤,U+4DA4,211.10,25,,,
䶥,U+4DA5,211.11,26,,,
䶦,U+4DA6,211.11,26,,,
䶧,U+4DA7,211.12,27,,,
䶨,U+4DA8,211.13,28,,,
䶩,U+4DA9,211.14,29,,,
䶪,U+4DAA,211.14,29,,,
䶫,U+4DAB,211.20,35,,,
䶬,U+4DAC,212.6,22,,,
䶭,U+4DAD,212'.4,20,,,
䶮,U+4DAE,212'.4,20,,G,
䶯,U+4DAF,213.3,19,,,
䶰,U+4DB0,213.4,20,,,
䶱,U+4DB1,213.5,21,,,
䶲,U+4DB2,213.5,21,,,
䶳,U+4DB3,214.4,21,,,
䶴,U+4DB4,214.8,25,,,
䶵,U+4DB5,214.10,27,,,
䶶,U+4DB6,1.14,15,,,
䶷,U+4DB7,30.2,5,,,
䶸,U+4DB8,30.3,6,,,
䶹,U+4DB9,45.0,3,,,
䶺,U+4DBA,74.4,8,,,
䶻,U+4DBB,74.4,8,,,
䶼,U+4DBC,74.8,12,,,
䶽,U+4DBD,74.9,13,,,
䶾,U+4DBE,76.6,12,,,
䶿,U+4DBF,184.2,10,,,
一,U+4E00,1.0,1,AGTJHKMP,GHJKMPT,h
丁,U+4E01,1.1,2,AGTJHKMP,GHJKMPT,h
丂,U+4E02,1.1,2,,,
七,U+4E03,1.1,2,AGTJHKMP,GHJKMPT,h
丄,U+4E04,1.1,2,,H,
丅,U+4E05,1.1,2,,,
丆,U+4E06,1.1,2,,,
万,U+4E07,1.2,3,AGJKP,GHJKMPT,h
丈,U+4E08,1.2,3,AGTJHKMP,GHJKMPT,h
